"","ensembl_gene_id","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","mgi_symbol"
"2900","ENSMUSG00000074218",30.625433336482,-0.632579877787141,0.262380715233274,-2.4109236733528,0.015912178074867,0.0787886224054716,"Cox7a1"
"2458","ENSMUSG00000049630",114.120917943232,-0.63307011225077,0.245477372139329,-2.57893469664263,0.00991055199434099,0.0574823400920138,"C1ql3"
"2569","ENSMUSG00000053552",37.2165365297051,-0.636373991667503,0.231625230168823,-2.74742950586027,0.00600644194083665,0.0401575394484502,"Ebf4"
"1141","ENSMUSG00000027954",92.7314750245953,-0.638156367446276,0.198367793985955,-3.21703616612008,0.00129522270460141,0.0143028995109902,"Efna1"
"710","ENSMUSG00000022860",108.256478198194,-0.63832481981761,0.258278212456922,-2.47146212506824,0.0134561804370282,0.0704555506528581,"Chodl"
"2056","ENSMUSG00000039518",240.959335292438,-0.643750749926588,0.183278498308421,-3.51241829166062,0.000444048519573567,0.00691410855477248,"Cdsn"
"2671","ENSMUSG00000058297",1126.34894301034,-0.64468214377813,0.135915494617956,-4.7432571657136,2.1030901023453e-06,0.000187917286203677,"Spock2"
"2122","ENSMUSG00000040612",437.739234526619,-0.646513754653784,0.110425705665499,-5.85473962568282,4.77757908685407e-09,2.96883107710827e-06,"Ildr2"
"1171","ENSMUSG00000028226",910.153809994335,-0.649303360854818,0.198548989009158,-3.2702425940072,0.00107455287927388,0.012652308377296,"Mmp16"
"1688","ENSMUSG00000034220",10448.1742393343,-0.651259567491879,0.167982863023932,-3.8769405150518,0.000105778206347118,0.00255053598426956,"Gpc1"
"635","ENSMUSG00000022048",444.943528435169,-0.65276173309245,0.155819021541614,-4.18923008650853,2.79902488647636e-05,0.00102864164578006,"Dpysl2"
"2039","ENSMUSG00000039239",3569.78300979669,-0.653219971201341,0.163482465922292,-3.99565768424264,6.45148987113018e-05,0.00186465788643173,"Tgfb2"
"655","ENSMUSG00000022324",353.130882660275,-0.656697893661686,0.131417635035953,-4.99703021958984,5.82199478651194e-07,8.1752807200123e-05,"Matn2"
"1527","ENSMUSG00000031980",2875.25549456052,-0.657159404503551,0.193207832249514,-3.40130830542562,0.000670641454691909,0.00916833932709308,"Agt"
"1147","ENSMUSG00000028024",201.342335995303,-0.657554393522545,0.219196928794071,-2.99983397185413,0.00270126805295984,0.0234908093317231,"Enpep"
"2990","ENSMUSG00000092035",549.205780901384,-0.657999541594565,0.200357609220728,-3.284125540097,0.00102299342339933,0.0122786155323022,"Peg10"
"3039","ENSMUSG00000115018",108.80301367832,-0.661254843510842,0.184948299842472,-3.57534967379565,0.000349760102538181,0.00593246943151299,"Ndor1"
"521","ENSMUSG00000020898",755.131232202643,-0.66438496167875,0.181076235668937,-3.66908975782691,0.000243415611938132,0.00460905101219696,"Ctc1"
"785","ENSMUSG00000024232",1154.09990535357,-0.665539511239217,0.273729020544753,-2.43138089602161,0.0150413927146627,0.0762356848466604,"Bambi"
"968","ENSMUSG00000026274",131.504122563221,-0.666745750051756,0.285438149784494,-2.33586768466356,0.0194981386500156,0.0904203030815344,"Pask"
"1296","ENSMUSG00000029343",57.5394882611889,-0.668398816897991,0.281112349010349,-2.37769283082396,0.0174213314574457,0.0838312383526843,"Crybb1"
"1863","ENSMUSG00000037106",30.500151801448,-0.671273983611895,0.293694477330844,-2.28562004199933,0.0222764966288275,0.0999809538452727,"Fer1l6"
"2409","ENSMUSG00000048012",19.9041958686354,-0.672025593081604,0.289597725012603,-2.32054859219753,0.0203112194634827,0.0933046644103739,"Zfp473"
"2910","ENSMUSG00000074604",89.7155000375338,-0.67213580625108,0.234759570791637,-2.86308159443535,0.00419542508514147,0.031226090106327,"Mgst2"
"1049","ENSMUSG00000027075",172.022719340214,-0.673972566514179,0.195532865784454,-3.44685055277169,0.000567162226688082,0.00817036333093021,"Slc43a1"
"879","ENSMUSG00000025140",580.105628554086,-0.674274314265385,0.20746443347652,-3.25007184588918,0.00115375856129463,0.0131953726900846,"Pycr1"
"1924","ENSMUSG00000038020",108.053647160629,-0.674811247681722,0.249570296765711,-2.70389247609548,0.00685324614737553,0.0439243919741073,"Rapgefl1"
"1133","ENSMUSG00000027860",681.031554583235,-0.675764601142713,0.119341689149975,-5.66243536484127,1.4923959765603e-08,6.8462265741031e-06,"Vangl1"
"41","ENSMUSG00000001510",575.828079191081,-0.677034896178019,0.231976921335583,-2.91854419086201,0.00351670025635515,0.0277099764868192,"Dlx3"
"158","ENSMUSG00000005583",2049.0588793858,-0.678522097542638,0.24239974667091,-2.79918649611389,0.00512315383921708,0.0359172493004804,"Mef2c"
"2323","ENSMUSG00000044927",160.430238180992,-0.684448363229732,0.173403960608372,-3.94713223866633,7.90928762033649e-05,0.00212591888640955,"H1f10"
"2771","ENSMUSG00000063455",263.25899318735,-0.686721258637493,0.226966823186521,-3.02564599088188,0.0024810259826038,0.0221542169877051,"D630045J12Rik"
"794","ENSMUSG00000024302",1186.19111270065,-0.687493812450156,0.253580471955317,-2.7111465135663,0.00670509913531801,0.0431976485763113,"Dtna"
"125","ENSMUSG00000004035",88.0522452663299,-0.687529306625724,0.24240440676307,-2.83629046107947,0.00456409165347353,0.0332068637544633,"Gstm7"
"770","ENSMUSG00000024076",323.401324622581,-0.69123143261074,0.252316165655444,-2.73954477238952,0.00615243344208659,0.0408508321660076,"Vit"
"1137","ENSMUSG00000027931",246.349988485891,-0.691613512873616,0.292821240073073,-2.36189667355082,0.0181817089656995,0.0861567221040133,"Npr1"
"2100","ENSMUSG00000040289",170.818401089681,-0.691654337989066,0.222377683285181,-3.11026865543013,0.00186917251689578,0.0182785818873263,"Hey1"
"1124","ENSMUSG00000027796",431.283490374339,-0.693434473661458,0.153037635168357,-4.53113688602552,5.86671073646563e-06,0.000351771063500972,"Smad9"
"1652","ENSMUSG00000033578",39.4797683855637,-0.696779078850114,0.274680781502571,-2.53668667694391,0.0111907061332142,0.0625206961778385,"Tmem35a"
"2575","ENSMUSG00000053646",913.526863819724,-0.69785775720741,0.278977159615059,-2.50148706858416,0.0123672958847677,0.0665462899566496,"Plxnb1"
"1498","ENSMUSG00000031654",138.31478212833,-0.701516269785153,0.22415411586879,-3.12961583179578,0.00175035048751868,0.0174919894114531,"Cbln1"
"145","ENSMUSG00000005125",770.074482474446,-0.702461863482809,0.243421717049018,-2.88578140027397,0.00390443243927177,0.0296740526098296,"Ndrg1"
"1017","ENSMUSG00000026828",250.414507129043,-0.705451315783806,0.297405940438138,-2.37201487887074,0.0176913782741803,0.0845956041924866,"Galnt5"
"2170","ENSMUSG00000041556",76.7669575389815,-0.707057866253429,0.238337691576585,-2.96662211325576,0.00301090769131693,0.0252028929479224,"Fbxo2"
"410","ENSMUSG00000019916",9784.94163534482,-0.710794142837508,0.194919646644803,-3.64660081768345,0.000265732246634506,0.00490922370775721,"P4ha1"
"1832","ENSMUSG00000036617",1304.17155888696,-0.71176068746863,0.19808988462345,-3.59311980428288,0.000326742265375988,0.00568312541096552,"Etl4"
"570","ENSMUSG00000021388",3255.80326088654,-0.715248447829303,0.200869181810436,-3.56076746757648,0.000369772439106615,0.00614804498267737,"Aspn"
"644","ENSMUSG00000022197",1473.31272610278,-0.715623027350994,0.205255553691392,-3.48649775599717,0.000489389489508013,0.00735513310195319,"Pdzd2"
"42","ENSMUSG00000001520",203.188528724697,-0.716131140194224,0.253019488111666,-2.83033985065281,0.00464985834459544,0.0335768693077385,"Nrip2"
"2448","ENSMUSG00000049241",42.8527491950183,-0.718267060403523,0.244828584260513,-2.93375490681775,0.00334888538547508,0.0269396287030137,"Hcar1"
"1373","ENSMUSG00000030249",421.536503921189,-0.723698808165233,0.176435369828754,-4.10177850885366,4.09986634940663e-05,0.00135384717059754,"Abcc9"
"2763","ENSMUSG00000063142",324.222597933204,-0.72397299633324,0.274755336334823,-2.63497337664441,0.0084143882728446,0.0509268043683618,"Kcnma1"
"14","ENSMUSG00000000782",245.83936924504,-0.731813423459618,0.210885744123674,-3.47018916096314,0.000520091943448977,0.00771168867558673,"Tcf7"
"2361","ENSMUSG00000046442",251.305048258035,-0.731987335854478,0.296937233295143,-2.46512479331588,0.0136965539381613,0.0714132680734565,"Ppm1e"
"2586","ENSMUSG00000054196",3135.5767497715,-0.73210269917374,0.204086467721856,-3.58721823816121,0.000334224579652796,0.00577120844682808,"Cthrc1"
"2377","ENSMUSG00000047033",47.5926296926096,-0.73421451248736,0.235436304440966,-3.11852717120549,0.00181757382351006,0.0179094029675667,"Pcdhb15"
"525","ENSMUSG00000020961",419.515896215796,-0.735341849105288,0.173510660031981,-4.23802116232946,2.25498518318132e-05,0.000888738500274957,"Ston2"
"1741","ENSMUSG00000034936",275.435335698392,-0.738037500298837,0.185293475827461,-3.98307332194508,6.80297553500054e-05,0.00192725611465763,"Arl4d"
"2865","ENSMUSG00000071656",183.375539064645,-0.740016244356491,0.243073590376963,-3.04441236585538,0.00233135340953435,0.0211914444559469,"Lrrn4cl"
"169","ENSMUSG00000005958",448.543841951242,-0.740768960412748,0.120359164412641,-6.1546535656652,7.52417861095035e-10,7.9125419838694e-07,"Ephb3"
"2995","ENSMUSG00000094347",26.1432867987136,-0.74148805349023,0.275408289595703,-2.69232293108798,0.00709562028972165,0.044992683200735,"Olfr784"
"468","ENSMUSG00000020363",183.416230994654,-0.742344819373812,0.234575636938192,-3.16462881253696,0.00155280910329318,0.0160570384420093,"Gfpt2"
"1253","ENSMUSG00000029005",1032.23601001714,-0.742790047616861,0.133941109318978,-5.54564652625,2.9286995355454e-08,1.01903055546092e-05,"Draxin"
"2307","ENSMUSG00000044550",24.2196873428829,-0.74358596357632,0.303885565539237,-2.44692755398516,0.0144079796265885,0.0737997337860966,"Tceal3"
"2097","ENSMUSG00000040258",62.4866304865106,-0.743594863479221,0.248192150408948,-2.99604504918465,0.00273506024504793,0.0236700245025708,"Nxph4"
"1712","ENSMUSG00000034586",275.32961538088,-0.743908400463338,0.258160912818288,-2.88156867878351,0.00395700989043565,0.0299039702665261,"Hid1"
"1760","ENSMUSG00000035273",115.622814949198,-0.746437523746236,0.271626622114314,-2.7480278550609,0.00599549153163692,0.040119610733729,"Hpse"
"1697","ENSMUSG00000034336",40.1853039224114,-0.747556196364585,0.294330682870454,-2.53985139800601,0.0110899577388316,0.0622745349985159,"Ina"
"1372","ENSMUSG00000030247",67.9670348306409,-0.748163706729543,0.2736879661695,-2.73363756982356,0.00626389504045499,0.041329343818346,"Kcnj8"
"319","ENSMUSG00000017002",913.835889144796,-0.749760794891033,0.298369303628391,-2.51286169781337,0.0119756272757176,0.0653155489329895,"Slpi"
"2532","ENSMUSG00000052105",182.993257079583,-0.750004419569331,0.195322744218675,-3.83982122803711,0.000123123933926002,0.00283371599444844,"Mtcl1"
"241","ENSMUSG00000010529",78.8318400229815,-0.750608800482829,0.268086878192581,-2.79987146533755,0.0051122958468518,0.0358865748325976,"Gm266"
"1203","ENSMUSG00000028542",390.274548984711,-0.75220778497239,0.271108652903457,-2.7745620691799,0.00552760850556397,0.038065736365213,"Slc6a9"
"1294","ENSMUSG00000029314",95.0606847550019,-0.753325695960577,0.190172142870218,-3.96128310167216,7.4548081758513e-05,0.00203422520103919,"Gpat3"
"1810","ENSMUSG00000036158",179.836801987573,-0.757921312780047,0.131650863735908,-5.75705537565205,8.55938391787586e-09,4.50058990543388e-06,"Prickle1"
"1059","ENSMUSG00000027230",7847.28116207842,-0.760658594077365,0.164692668014664,-4.61865487545345,3.86235644204635e-06,0.000267513177593923,"Creb3l1"
"1667","ENSMUSG00000033898",19.9730782631338,-0.761898738147437,0.307190058065286,-2.48021938908425,0.0131301567233786,0.0691723979057067,"Cfhr2"
"185","ENSMUSG00000006369",384.157710012722,-0.763128550284527,0.178136712738629,-4.28394876357817,1.83605211430351e-05,0.000774711989340841,"Fbln1"
"2486","ENSMUSG00000050666",530.085453024303,-0.768098861621473,0.263342749517817,-2.91672682474786,0.00353725423941179,0.0277440061428564,"Vstm4"
"1758","ENSMUSG00000035258",881.926029457669,-0.768218479916994,0.252741849566878,-3.03953809483267,0.00236941234932945,0.0213558653873328,"Abi3bp"
"2293","ENSMUSG00000044177",32.162930663947,-0.768447204884185,0.30147553071138,-2.54895381748201,0.0108046607330241,0.0612398494532221,"Wfikkn2"
"2722","ENSMUSG00000060550",1456.89567208579,-0.768767011139615,0.234727155382607,-3.27515156857978,0.00105605297312814,0.0125215092763529,"H2-Q7"
"2497","ENSMUSG00000050931",4913.27702543651,-0.770932400812612,0.223315652691543,-3.45220942428729,0.000556015991252197,0.00808648363447743,"Sgms2"
"852","ENSMUSG00000024924",3946.81239628654,-0.771374838901273,0.308206267871262,-2.50278764357731,0.0123219452083539,0.0663463225456503,"Vldlr"
"457","ENSMUSG00000020256",1345.76837197045,-0.771409529574777,0.325666385093336,-2.36871094127106,0.0178501981706355,0.085118770892292,"Aldh1l2"
"814","ENSMUSG00000024617",94.8596774019643,-0.771508518546495,0.319384923645833,-2.41560719190998,0.0157089979364464,0.0780754824387705,"Camk2a"
"2968","ENSMUSG00000087408",45.4795666375263,-0.771997808478044,0.243009933453752,-3.17681585071897,0.0014890155051074,0.0156587161310179,"Cers1"
"1228","ENSMUSG00000028766",23331.3604683122,-0.773081925917265,0.207474219435917,-3.72615898022959,0.00019441980531327,0.00391445236883315,"Alpl"
"1627","ENSMUSG00000033207",867.258741985842,-0.77363346974731,0.271335215276232,-2.85120922825928,0.00435533003490999,0.0321619716791898,"Mamdc2"
"2837","ENSMUSG00000069939",35.936123258075,-0.775124064183639,0.333073488382268,-2.32718631539365,0.0199553510470918,0.0921031749374722,"Gm12070"
"2434","ENSMUSG00000048728",28.4304224617041,-0.77853870162695,0.331437614496977,-2.34897509387562,0.0188251659782857,0.0882877681266361,"Zfp454"
"375","ENSMUSG00000018849",118.752969261558,-0.780460995971049,0.256487855725248,-3.04287699612213,0.0023432809432674,0.0212433645725522,"Wwc1"
