"","ensembl_gene_id","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","mgi_symbol"
"2418","ENSMUSG00000116408",30.1985808473781,6.24464426181114,2.10048105069772,2.97295910369525,0.00294943747051748,0.0299716160451565,""
"558","ENSMUSG00000022464",33.8024391199467,2.12808044916105,0.7879483378583,2.70078677359144,0.00691756717968925,0.0534023929231603,"Slc38a4"
"2314","ENSMUSG00000079227",528.565151903082,2.11562073231808,0.386171960258535,5.47844211915778,4.29086900299392e-08,5.39723022447448e-06,"Ccr5"
"2007","ENSMUSG00000053101",152.676849298484,1.83846421030864,0.384384595435772,4.78287692102852,1.72803942547286e-06,0.000112057328697408,"Gpr141"
"1227","ENSMUSG00000031871",29.6399945388682,1.8156727269618,0.69141362785458,2.62602970756556,0.0086387277416256,0.0623078852424956,"Cdh5"
"1889","ENSMUSG00000048138",13.401448258826,1.5680734469779,0.519776545328313,3.01682225000638,0.00255439548892192,0.0271030303702811,"Dmrt2"
"2131","ENSMUSG00000060534",26.4906692749305,1.5343294354443,0.435576093515828,3.52252903289456,0.000427450220383201,0.00756283118348045,"Dcc"
"653","ENSMUSG00000024512",152.16725640445,1.51749036931278,0.405132707943597,3.74566244482055,0.000179918379596794,0.00400706397498163,"Dynap"
"584","ENSMUSG00000022861",18.6410533035005,1.4802602109623,0.576933759998789,2.56573685506878,0.0102956902279866,0.070150174952406,"Dgkg"
"2327","ENSMUSG00000079845",40.977308580932,1.47230269819191,0.425513516449924,3.46006094113154,0.000540053150308722,0.0091710365671184,"Xlr4a"
"1991","ENSMUSG00000052336",35.862863961401,1.46581678099976,0.461095915303331,3.17898452870803,0.0014779197938349,0.0185365282030189,"Cx3cr1"
"1671","ENSMUSG00000040809",6672.20567742436,1.46562553354003,0.212618552848504,6.89321563854462,5.45450939704165e-12,3.62127476255022e-09,"Chil3"
"1370","ENSMUSG00000034783",2554.45807347404,1.45850314841032,0.349800414321236,4.16952950510492,3.05229100800521e-05,0.00107191539631256,"Cd207"
"2267","ENSMUSG00000073902",20.13906780333,1.41294656457161,0.436618360538001,3.23611348554051,0.00121169200375611,0.0161504874917473,"Gm1966"
"212","ENSMUSG00000014542",95.9950001212597,1.33426529566327,0.449558347547185,2.96794688151848,0.00299796134771517,0.0303320588605551,"Clec4f"
"2334","ENSMUSG00000084842",19.3964989416896,1.31523856531032,0.350007617712442,3.75774268544888,0.000171453054056707,0.00386795870494921,"Pabpc1l2b-ps"
"1020","ENSMUSG00000029204",24.6042188423067,1.30355965257449,0.308251114894303,4.22888868713895,2.34848499096401e-05,0.000877817097694914,"Rhoh"
"1798","ENSMUSG00000044678",33.619613984847,1.28358930364763,0.324685587232758,3.95333009570105,7.70709962331473e-05,0.00221044006700554,"Ly6k"
"2258","ENSMUSG00000073125",111.358165266805,1.26630756838279,0.456448135337774,2.77426386558839,0.00553267830603283,0.0462449645939507,"Xlr3b"
"128","ENSMUSG00000005800",366.842170194635,1.24806479096522,0.229262653144982,5.44382076122952,5.21496958546285e-08,6.32235704004548e-06,"Mmp8"
"2101","ENSMUSG00000058806",275.174159002359,1.22568547803443,0.512345302893136,2.39230353262375,0.0167429893645327,0.0976289241824824,"Col13a1"
"2019","ENSMUSG00000053863",5429.60110701808,1.21859342345786,0.413917544975562,2.94404873204832,0.00323948986794082,0.0320596067479125,"Mepe"
"1152","ENSMUSG00000030877",22.3115135318521,1.20674370901633,0.476423705719226,2.5329212096921,0.0113116375490404,0.0748490036586241,"Mfsd13b"
"2411","ENSMUSG00000112690",34.8193724337685,1.201524810157,0.402703487837861,2.98364639603213,0.00284835738283891,0.0292886477072665,"Gm2446"
"2146","ENSMUSG00000061482",15.722053908989,1.19048691922338,0.364470496313944,3.26634647046417,0.00108944865360399,0.0150536106328511,"H4c4"
"796","ENSMUSG00000026580",124.057927668344,1.18807753055277,0.412035408067551,2.88343551862413,0.00393363171555593,0.0362956276494247,"Selp"
"2279","ENSMUSG00000074677",288.648404809493,1.14888584562254,0.259004043553882,4.43578343356457,9.17380399719151e-06,0.000409939664515526,"Sirpb1c"
"2205","ENSMUSG00000068231",23.0791413572089,1.14432142174907,0.474158350019451,2.41337397454274,0.0158055928275789,0.0938108025551747,"Vmn1r43"
"342","ENSMUSG00000020123",28.3182708539282,1.13252742630629,0.373457499970357,3.03254701377314,0.00242499319655509,0.0260471919463568,"Avpr1a"
"1307","ENSMUSG00000033213",12.0917723659917,1.11804557683055,0.417008080899838,2.68111249647246,0.00733778435645997,0.055479061549764,"AA467197"
"1319","ENSMUSG00000033644",87.8408820069516,1.10820150653177,0.416059760239439,2.66356329651782,0.00773178643212152,0.057809666904213,"Piwil2"
"153","ENSMUSG00000007653",104.089601896571,1.08589348311807,0.315035115610159,3.44689664520387,0.000567065475375439,0.00951387106821225,"Gabrb2"
"1771","ENSMUSG00000043342",28.0825221054958,1.07366706177595,0.363652540173543,2.95245307859964,0.00315259978696264,0.0314605081941652,"Hoxd9"
"1871","ENSMUSG00000047702",11.2737932834871,1.06089190135329,0.353484749674381,3.00123810809533,0.0026888422069499,0.0281018276231601,"Olfr1388"
"1471","ENSMUSG00000037086",33.5508683383731,1.03383302987646,0.267388171271427,3.86641273232318,0.000110447960047028,0.00281511052829188,"Prr32"
"2094","ENSMUSG00000058385",114.41973926289,1.03250400301255,0.13864660312768,7.4470198311438,9.5472273132751e-14,1.10922869334735e-10,"H2bc8"
"1746","ENSMUSG00000042607",1478.12347822274,1.02811572063658,0.104064198513334,9.87962945301355,5.10212230667768e-23,3.55668945998501e-19,"Asb4"
